Variable,Horizon,LowerCI,Resp,HigherCI
TFP,1,-0,-0,-0
TFP,2,-0.0947426352977359,0.0968793672691595,0.305155522108666
TFP,3,-0.384328763266063,-0.0967487586133595,0.208958340674166
TFP,4,-0.560362587544561,-0.194808110432879,0.198068077426022
TFP,5,-0.646708974333092,-0.225646562778666,0.249691185248313
TFP,6,-0.637868909905119,-0.182830119855877,0.32223656468933
TFP,7,-0.608782897776876,-0.0946019082756424,0.460403686827527
TFP,8,-0.526309738109691,0.0376042745937468,0.624157032056212
TFP,9,-0.399313570488119,0.168711674018062,0.742236535356654
TFP,10,-0.297023552807131,0.293690064597035,0.892157596764775
TFP,11,-0.185610342602148,0.413988997459054,1.01953504325048
TFP,12,-0.0615704667909392,0.545587873318299,1.16159049414311
TFP,13,0.058811925715231,0.689173628309109,1.3116920586255
TFP,14,0.16732894985839,0.795137876879704,1.46465561716633
TFP,15,0.299247051785356,0.910040263613452,1.58457588587007
TFP,16,0.427745978049918,1.02205079674411,1.72637628738604
TFP,17,0.520450961655696,1.11369134755509,1.85744764839948
TFP,18,0.599702808293515,1.18729567582345,1.95972803840655
TFP,19,0.684169054495393,1.27824073805946,2.04939130733135
TFP,20,0.750348034815239,1.33865637202524,2.15871830837872
TFP,21,0.818635162181563,1.39715842029174,2.24803994939107
TFP,22,0.877459598729696,1.46908264673748,2.36405746816092
TFP,23,0.934004708758018,1.51713170717764,2.43942240119231
TFP,24,0.973546057384173,1.56792055349737,2.50741547052237
TFP,25,0.995324540853081,1.60297147457476,2.58572661964041
TFP,26,1.02628832742035,1.64963733701103,2.63882273959276
TFP,27,1.04021265622524,1.69019296878249,2.66692686520306
TFP,28,1.05183530323722,1.71988781359811,2.71325921970811
TFP,29,1.07562427670104,1.74545920275988,2.80422806535605
TFP,30,1.07587918415482,1.76734048643074,2.83029533290903
TFP,31,1.07423384408227,1.76855693142203,2.86578867962831
TFP,32,1.06873093024382,1.76233835667284,2.87147080859894
TFP,33,1.0823185493012,1.75586419753651,2.8879119318349
TFP,34,1.09182331046086,1.76328798476677,2.89954770238919
TFP,35,1.09189203212469,1.77111310426174,2.89673901427585
TFP,36,1.08380205342028,1.74569013706402,2.896603463323
TFP,37,1.06840220854238,1.71398124860465,2.90079832946889
TFP,38,1.05677300829675,1.68147535808502,2.89942202408607
TFP,39,1.0414398494168,1.64490741813084,2.90099596803977
TFP,40,1.01740254204176,1.62244576582008,2.91020281628872
Output,1,-0.0206675271242548,0.1579346414639,0.288641051129779
Output,2,0.0586395261665865,0.232270714217366,0.353820895010582
Output,3,0.117064058592799,0.337568452353885,0.477243254763079
Output,4,0.181990695284694,0.444920978145706,0.596215617982407
Output,5,0.221280108543812,0.501858495332688,0.689279221891236
Output,6,0.242446696661274,0.535418430460815,0.756871406363091
Output,7,0.265383235295957,0.570177619585045,0.801779440978092
Output,8,0.284611844050457,0.599136520904006,0.831243246821992
Output,9,0.312753322962103,0.620680655067707,0.853722587500769
Output,10,0.345989806766695,0.637059237774804,0.876105354339955
Output,11,0.366743249488689,0.639994826895966,0.904932158454418
Output,12,0.389817597555088,0.63417547622531,0.931047650477599
Output,13,0.399382212233225,0.628495867029644,0.923003439334838
Output,14,0.399449077060516,0.622941144355985,0.923528828618887
Output,15,0.398125927577125,0.621325791669702,0.924130592710626
Output,16,0.389857532721808,0.611897054749131,0.930249662458179
Output,17,0.375355386944384,0.593869175433107,0.94565165655383
Output,18,0.354236356960864,0.576599675966574,0.962961473536453
Output,19,0.34884812139287,0.55907378435668,0.964057871811729
Output,20,0.33339715331423,0.550118863098179,0.956282912371225
Output,21,0.317838223087592,0.543579685084623,0.955498443497531
Output,22,0.301648883364895,0.529648372465531,0.938236919033461
Output,23,0.282826863791096,0.509299202331901,0.933669063429447
Output,24,0.268433082605497,0.489508737302316,0.934048856013432
Output,25,0.255695589793516,0.476834708908749,0.933766583491555
Output,26,0.242206549111385,0.455717079476788,0.920393363066996
Output,27,0.226263292205758,0.437332568719141,0.893619856121097
Output,28,0.212474644024887,0.421471618187854,0.875413247440516
Output,29,0.196762098318416,0.407226772919722,0.852626648104094
Output,30,0.175770507215319,0.390089633216555,0.843276112109547
Output,31,0.162352492824102,0.3697831298627,0.83008818959384
Output,32,0.152666528504711,0.351765997118217,0.816912830114462
Output,33,0.143841402498518,0.334159176400425,0.807433948574809
Output,34,0.133732964622043,0.313157932541711,0.792929744020578
Output,35,0.123528462126937,0.300513300226419,0.780469321995618
Output,36,0.115456407676642,0.29015685670363,0.752645689530947
Output,37,0.109046745021335,0.281443587419528,0.73574177142304
Output,38,0.103411487944293,0.268327972106111,0.706827732722262
